ppt_id,day,temp,pcp,albedo,wind,rh
119,67,-10,1,1.8,24,88.5
119,67,11,3,1.5,40,70.5
119,68,-12,3,3.0,30,37.5
119,68,5,0,2.55,2,76.5
119,68,8,2,2.25,14,15.0
119,68,1,2,2.55,36,78.0
119,69,-15,3,1.8,16,27.0
119,69,11,3,1.65,24,25.5
119,69,-16,0,2.7,20,22.5
119,69,-9,0,1.8,40,76.5
119,70,0,1,1.95,24,61.5
119,70,2,1,2.7,10,21.0
119,70,0,2,2.85,32,61.5
119,70,-9,3,2.25,12,22.5
119,71,-8,0,3.0,24,69.0
119,71,10,3,1.95,24,15.0
119,71,10,1,2.55,12,40.5
119,71,-13,1,1.95,34,22.5
119,72,-12,3,2.7,28,76.5
119,72,6,1,2.7,22,79.5
119,72,-10,2,2.4,4,19.5
119,72,14,3,2.25,30,84.0
119,73,13,1,2.7,2,84.0
119,73,6,2,2.1,14,27.0
119,73,8,2,2.55,8,46.5
119,73,-14,0,2.55,36,45.0
119,74,3,2,1.65,26,84.0
119,74,13,2,2.25,38,51.0
119,74,2,2,2.7,34,69.0
119,74,15,1,1.5,32,76.5
119,75,7,1,1.8,24,24.0
119,75,4,3,2.1,32,87.0
119,75,-12,2,3.0,4,66.0
119,75,-16,3,2.55,18,31.5
119,76,-5,3,2.7,20,21.0
119,76,3,3,1.8,24,46.5
119,76,7,2,3.0,8,73.5
119,76,6,1,2.25,40,48.0
119,77,0,0,1.95,6,84.0
119,77,12,2,2.55,8,70.5
119,77,-14,3,1.65,6,64.5
119,77,-3,0,1.65,26,60.0
119,78,4,3,2.4,28,36.0
119,78,6,0,2.55,14,42.0
119,78,14,0,3.0,30,30.0
119,78,9,2,1.8,6,81.0
119,79,3,2,2.85,28,84.0
119,79,-17,1,2.85,38,81.0
119,79,-3,1,2.4,22,42.0
119,79,12,2,1.65,40,39.0
119,80,2,0,1.8,30,87.0
119,80,-9,1,2.1,6,21.0
119,80,-18,3,2.25,0,46.5
119,80,-18,1,1.5,32,75.0
119,81,-2,3,2.7,4,36.0
119,81,0,1,2.4,38,70.5
119,81,-5,2,2.85,6,37.5
119,81,-8,0,1.95,14,48.0
119,82,12,2,1.5,36,55.5
119,82,12,3,1.5,16,21.0
119,82,-19,3,2.7,38,19.5
119,82,-14,3,1.65,32,48.0
119,83,9,1,3.0,38,67.5
119,83,14,0,2.55,8,46.5
119,83,-15,0,2.25,10,40.5
119,83,10,3,1.95,34,90.0
119,84,-17,0,2.55,32,64.5
119,84,8,0,2.25,32,54.0
119,84,-3,3,1.5,0,31.5
119,84,-18,3,2.85,8,21.0
119,85,15,0,2.7,24,40.5
119,85,0,3,2.85,4,84.0
119,85,0,3,2.85,34,36.0
119,85,7,1,2.7,22,18.0
119,86,-17,0,2.55,34,78.0
119,86,12,0,2.25,40,73.5
119,86,9,2,2.25,12,85.5
119,86,-3,3,1.5,2,16.5
119,87,-11,2,1.65,40,46.5
119,87,4,2,1.95,16,58.5
119,87,1,0,2.85,40,43.5
119,87,-11,2,3.0,16,46.5
119,88,-15,2,2.55,16,78.0
119,88,-4,1,1.8,4,58.5
119,88,3,0,2.85,32,18.0
119,88,-15,2,2.1,22,57.0
119,89,0,3,1.95,18,76.5
119,89,-2,0,1.65,38,67.5
119,89,7,0,2.7,6,39.0
119,89,-9,1,1.5,2,51.0
119,90,-12,0,2.4,28,67.5
119,90,-16,3,1.65,30,19.5
119,90,-7,1,2.7,28,52.5
119,90,-5,3,2.85,2,52.5
119,91,2,3,2.4,0,30.0
119,91,53,2,12,19.5,24.0
119,91,32,0,11,6.0,49.5
119,91,43,0,20,27.0,27.0
119,92,52,2,10,4.5,16.5
119,92,39,0,20,16.5,76.5
119,92,46,0,10,15.0,30.0
119,92,51,4,18,19.5,82.5
119,93,29,4,12,13.5,84.0
119,93,44,4,14,6.0,22.5
119,93,40,6,20,24.0,75.0
119,93,39,6,12,21.0,51.0
119,94,37,2,17,21.0,58.5
119,94,27,2,14,10.5,57.0
119,94,31,6,10,12.0,85.5
119,94,33,0,17,4.5,84.0
119,95,42,4,20,15.0,57.0
119,95,35,0,20,19.5,37.5
119,95,34,6,17,4.5,18.0
119,95,55,4,19,18.0,75.0
119,96,28,4,12,25.5,34.5
119,96,29,2,17,24.0,85.5
119,96,35,4,13,3.0,24.0
119,96,32,4,15,13.5,55.5
119,97,49,2,10,16.5,42.0
119,97,45,4,11,16.5,72.0
119,97,28,0,11,3.0,57.0
119,97,51,4,19,0.0,85.5
119,98,40,6,13,21.0,64.5
119,98,41,0,13,0.0,21.0
119,98,35,4,15,1.5,82.5
119,98,31,2,18,16.5,34.5
119,99,20,4,15,3.0,81.0
119,99,53,2,17,19.5,31.5
119,99,30,4,12,10.5,42.0
119,99,51,0,11,6.0,19.5
119,100,48,0,13,13.5,76.5
119,100,33,0,13,6.0,15.0
119,100,24,2,13,19.5,46.5
119,100,52,2,13,27.0,79.5
119,101,28,2,15,27.0,72.0
119,101,34,6,19,28.5,78.0
119,101,27,4,12,0.0,42.0
119,101,41,6,16,4.5,39.0
119,102,35,6,20,28.5,76.5
119,102,32,0,10,27.0,52.5
119,102,38,0,14,10.5,55.5
119,102,39,6,12,24.0,16.5
119,103,54,2,18,24.0,70.5
119,103,52,2,15,6.0,21.0
119,103,24,6,14,27.0,67.5
119,103,41,4,17,30.0,70.5
119,104,38,4,13,27.0,40.5
119,104,20,0,20,27.0,40.5
119,104,26,2,14,28.5,78.0
119,104,24,2,13,30.0,30.0
119,105,37,4,12,22.5,49.5
119,105,39,4,18,6.0,73.5
119,105,31,2,11,10.5,21.0
119,105,33,6,10,15.0,76.5
119,106,54,4,19,28.5,84.0
119,106,54,4,20,16.5,28.5
119,106,42,0,16,18.0,69.0
119,106,48,0,12,28.5,18.0
119,107,44,6,10,1.5,34.5
119,107,41,2,19,18.0,70.5
119,107,30,0,11,7.5,58.5
119,107,32,0,17,21.0,57.0
119,108,42,0,14,16.5,90.0
119,108,32,4,20,9.0,67.5
119,108,42,0,12,19.5,24.0
119,108,38,4,17,19.5,31.5
119,109,24,4,12,7.5,66.0
119,109,35,6,11,19.5,37.5
119,109,49,4,18,3.0,52.5
119,109,20,2,11,13.5,46.5
119,110,21,0,11,19.5,22.5
119,110,33,2,19,16.5,16.5
119,110,34,0,19,10.5,27.0
119,110,22,0,10,27.0,31.5
119,111,53,6,18,21.0,42.0
119,111,52,4,19,7.5,45.0
119,111,29,0,17,12.0,51.0
119,111,27,0,15,10.5,52.5
119,112,44,0,18,21.0,79.5
119,112,28,0,15,3.0,40.5
119,112,33,4,20,12.0,60.0
119,112,38,4,16,4.5,18.0
119,113,23,2,13,15.0,64.5
119,113,55,4,20,6.0,18.0
119,113,35,4,20,16.5,70.5
119,113,47,2,12,18.0,49.5
119,114,21,4,10,25.5,16.5
119,114,26,4,12,0.0,25.5
119,114,48,2,19,15.0,19.5
119,114,41,0,17,1.5,24.0
119,115,38,0,14,24.0,24.0
119,115,25,2,18,30.0,15.0
119,115,27,2,16,7.5,40.5
119,115,20,4,19,0.0,90.0
119,116,47,0,11,6.0,39.0
119,116,55,4,17,30.0,64.5
119,116,37,0,19,24.0,66.0
119,116,44,6,15,24.0,79.5
119,117,28,0,15,19.5,18.0
119,117,27,0,13,25.5,76.5
119,117,42,2,20,25.5,36.0
119,117,52,6,13,16.5,76.5
119,118,42,6,20,6.0,88.5
119,118,35,4,13,10.5,88.5
119,118,40,4,15,12.0,73.5
119,118,23,2,17,16.5,43.5
119,119,31,2,12,15.0,24.0
119,119,47,4,17,27.0,84.0
119,119,52,2,20,0.0,55.5
119,119,45,6,14,22.5,84.0
119,120,50,4,18,16.5,28.5
119,120,29,2,15,19.5,43.5
119,120,32,4,15,16.5,21.0
119,120,49,0,10,12.0,85.5
119,121,52,6,19,4.5,48.0
119,121,47,6,12,27.0,55.5
119,121,28,0,19,9.0,15.0
119,121,46,6,17,1.5,40.5
119,122,23,0,11,22.5,51.0
119,122,54,2,18,10.5,43.5
119,122,26,0,13,18.0,40.5
119,122,54,2,19,27.0,78.0
119,123,43,6,11,24.0,63.0
119,123,39,6,17,1.5,46.5
119,123,38,6,11,7.5,24.0
119,123,23,4,19,13.5,48.0
119,124,41,4,19,16.5,27.0
119,124,44,4,14,4.5,57.0
119,124,32,0,13,18.0,25.5
119,124,44,6,20,28.5,87.0
119,125,32,2,18,3.0,70.5
119,125,34,4,18,0.0,52.5
119,125,55,6,17,16.5,45.0
119,125,51,6,20,21.0,85.5
119,126,30,6,17,3.0,36.0
119,126,39,4,15,7.5,48.0
119,126,35,2,19,16.5,81.0
119,126,21,0,16,13.5,43.5
119,127,51,2,11,9.0,45.0
119,127,26,6,13,19.5,22.5
119,127,42,0,20,6.0,28.5
119,127,28,2,20,30.0,24.0
119,128,44,0,14,13.5,37.5
119,128,27,2,15,7.5,36.0
119,128,21,2,11,22.5,15.0
119,128,44,2,18,25.5,64.5
119,129,45,6,13,0.0,66.0
119,129,42,0,12,22.5,46.5
119,129,32,4,18,22.5,63.0
119,129,22,6,16,1.5,30.0
119,130,48,6,14,0.0,18.0
119,130,46,2,19,28.5,67.5
119,130,34,0,19,10.5,73.5
119,130,51,6,13,28.5,90.0
119,131,27,0,17,13.5,55.5
119,131,43,6,14,10.5,43.5
119,131,47,0,14,0.0,34.5
119,131,52,2,20,9.0,19.5
119,132,35,2,14,16.5,39.0
119,132,31,6,15,24.0,76.5
119,132,27,4,20,3.0,22.5
119,132,28,2,18,27.0,85.5
119,133,29,0,16,30.0,81.0
119,133,26,6,19,21.0,46.5
119,133,25,6,13,15.0,57.0
119,133,44,6,20,1.5,75.0
119,134,32,4,11,19.5,33.0
119,134,45,4,11,22.5,87.0
119,134,29,6,10,30.0,21.0
119,134,31,4,20,21.0,24.0
119,135,55,2,16,10.5,28.5
119,135,31,6,19,21.0,22.5
119,135,32,0,13,3.0,66.0
119,135,46,2,19,19.5,16.5
119,136,31,0,13,25.5,55.5
119,136,22,0,15,15.0,21.0
119,136,35,2,15,0.0,54.0
119,136,40,2,14,0.0,67.5
119,137,38,2,13,25.5,24.0
119,137,51,6,18,22.5,60.0
119,137,37,2,12,13.5,57.0
119,137,26,0,16,22.5,15.0
119,138,43,6,20,25.5,51.0
119,138,38,2,16,0.0,81.0
119,138,51,0,18,27.0,69.0
119,138,39,6,19,19.5,79.5
119,139,30,0,19,1.5,33.0
119,139,28,2,13,10.5,78.0
119,139,38,4,10,13.5,67.5
119,139,38,4,16,22.5,27.0
119,140,39,2,16,3.0,54.0
119,140,37,0,10,3.0,37.5
119,140,37,4,17,0.0,64.5
119,140,24,6,15,18.0,54.0
119,141,30,4,16,4.5,63.0
119,141,50,2,18,4.5,51.0
119,141,33,6,17,18.0,54.0
119,141,55,4,15,7.5,34.5
119,142,47,2,14,19.5,40.5
119,142,34,0,15,19.5,88.5
119,142,55,4,10,4.5,75.0
119,142,35,4,15,21.0,19.5
119,143,44,0,17,21.0,46.5
119,143,44,0,12,15.0,72.0
119,143,36,4,12,10.5,84.0
119,143,27,6,11,18.0,61.5
119,144,44,0,18,21.0,76.5
119,144,22,4,17,27.0,40.5
119,144,30,4,10,21.0,49.5
119,144,40,4,20,30.0,22.5
119,145,38,6,19,16.5,39.0
119,145,36,4,17,28.5,37.5
119,145,36,6,15,12.0,42.0
119,145,38,4,15,15.0,90.0
119,146,27,0,18,3.0,27.0
119,146,29,4,13,16.5,79.5
119,146,33,0,14,4.5,45.0
119,146,42,0,17,18.0,66.0
119,147,24,0,19,10.5,40.5
119,147,44,2,17,1.5,22.5
119,147,32,2,19,12.0,61.5
119,147,24,6,12,12.0,18.0
119,148,44,4,18,6.0,39.0
119,148,30,6,18,9.0,55.5
119,148,27,0,17,4.5,42.0
119,148,45,4,13,19.5,37.5
119,149,38,4,15,3.0,31.5
119,149,52,0,19,15.0,46.5
119,149,50,0,19,25.5,33.0
119,149,40,0,19,3.0,73.5
119,150,42,0,14,1.5,67.5
119,150,55,2,12,24.0,76.5
119,150,52,4,19,27.0,31.5
119,150,27,2,10,0.0,19.5
119,151,52,0,12,9.0,57.0
119,151,46,2,10,28.5,34.5
119,151,41,2,20,19.5,60.0
119,151,44,6,17,3.0,87.0
119,152,45,6,15,6.0,49.5
119,152,51,0,10,19.5,15.0
119,152,24,6,15,21.0,76.5
119,152,45,0,12,4.5,81.0
119,153,49,4,18,27.0,15.0
119,153,33,0,20,1.5,28.5
119,153,52,6,18,7.5,69.0
119,153,49,0,15,28.5,19.5
119,154,21,2,10,10.5,70.5
119,154,55,4,12,28.5,40.5
119,154,50,0,17,18.0,30.0
119,154,47,6,11,4.5,28.5
119,155,32,2,11,4.5,72.0
119,155,38,6,13,15.0,87.0
119,155,30,0,17,10.5,82.5
119,155,22,4,13,3.0,49.5
119,156,48,4,18,30.0,27.0
119,156,39,4,18,24.0,64.5
119,156,39,0,19,22.5,39.0
119,156,33,0,13,15.0,90.0
119,157,49,4,10,12.0,48.0
119,157,46,0,10,21.0,33.0
119,157,28,6,12,24.0,54.0
119,157,36,4,19,7.5,69.0
119,158,43,4,18,25.5,52.5
119,158,33,4,18,18.0,39.0
119,158,24,0,18,30.0,39.0
119,158,46,6,14,9.0,82.5
119,159,53,4,10,19.5,25.5
119,159,35,4,18,12.0,25.5
119,159,48,2,16,1.5,16.5
119,159,53,2,17,9.0,87.0
119,160,39,2,10,16.5,16.5
119,160,45,0,10,1.5,61.5
119,160,45,4,11,15.0,42.0
119,160,39,6,14,15.0,25.5
119,161,55,2,18,15.0,16.5
119,161,27,0,16,6.0,84.0
119,161,40,6,19,21.0,78.0
119,161,37,2,17,13.5,33.0
119,162,45,0,15,22.5,48.0
119,162,31,0,18,18.0,70.5
119,162,25,6,20,7.5,90.0
119,162,35,0,12,1.5,36.0
119,163,35,4,11,1.5,78.0
119,163,53,0,17,0.0,36.0
119,163,41,2,20,10.5,84.0
119,163,45,2,10,3.0,64.5
119,164,47,0,18,3.0,31.5
119,164,37,0,12,7.5,42.0
119,164,51,4,15,10.5,31.5
119,164,23,0,17,30.0,79.5
119,165,38,6,19,4.5,30.0
119,165,45,6,16,9.0,69.0
119,165,39,2,11,10.5,27.0
119,165,28,0,11,16.5,31.5
119,166,37,6,16,7.5,69.0
119,166,50,6,13,15.0,48.0
119,166,49,2,11,12.0,79.5
119,166,25,4,11,12.0,58.5
119,167,23,2,14,7.5,19.5
119,167,45,0,10,21.0,39.0
119,167,50,4,10,18.0,66.0
119,167,46,6,17,16.5,16.5
119,168,27,2,13,28.5,34.5
119,168,21,4,17,24.0,75.0
119,168,46,2,13,19.5,45.0
119,168,24,4,16,15.0,16.5
119,169,29,4,12,21.0,43.5
119,169,46,0,15,9.0,28.5
119,169,24,2,11,1.5,67.5
119,169,35,2,19,4.5,70.5
119,170,52,2,13,21.0,60.0
119,170,37,2,15,27.0,55.5
119,170,28,4,20,4.5,34.5
119,170,48,6,16,7.5,58.5
119,171,55,4,19,28.5,73.5
119,171,45,0,12,25.5,46.5
119,171,23,2,12,4.5,37.5
119,171,46,2,19,3.0,58.5
119,172,22,6,16,3.0,69.0
119,172,42,4,10,19.5,42.0
119,172,45,4,17,7.5,25.5
119,172,54,6,10,13.5,61.5
119,173,25,0,10,13.5,48.0
119,173,44,4,20,4.5,39.0
119,173,44,2,18,16.5,37.5
119,173,36,6,19,18.0,69.0
119,174,41,0,20,28.5,79.5
119,174,42,4,16,9.0,52.5
119,174,21,6,17,24.0,76.5
119,174,44,6,16,9.0,30.0
119,175,49,6,16,25.5,27.0
119,175,45,4,13,7.5,76.5
119,175,34,4,20,3.0,54.0
119,175,25,2,10,28.5,21.0
119,176,33,2,11,13.5,54.0
119,176,25,6,19,0.0,67.5
119,176,52,4,15,25.5,69.0
119,176,27,0,11,12.0,64.5
119,177,28,4,18,25.5,16.5
119,177,24,0,14,22.5,46.5
119,177,40,4,13,7.5,54.0
119,177,33,4,20,9.0,66.0
119,178,38,0,16,28.5,54.0
119,178,34,4,10,25.5,16.5
119,178,33,4,19,7.5,34.5
119,178,20,4,13,9.0,64.5
119,179,26,2,11,0.0,81.0
119,179,25,0,11,15.0,85.5
119,179,46,6,19,24.0,84.0
119,179,24,4,19,28.5,76.5
119,180,38,0,11,22.5,45.0
119,180,41,2,12,10.5,27.0
119,180,39,4,14,12.0,69.0
119,180,24,6,18,7.5,84.0
119,181,43,4,19,6.0,31.5
119,181,23,6,12,27.0,37.5
119,181,24,2,11,16.5,73.5
119,181,48,6,19,28.5,81.0
119,182,30,0,13,10.5,63.0
119,182,51,0,14,22.5,51.0
119,182,23,0,17,1.5,58.5
119,182,21,6,12,6.0,69.0
119,183,76,0.0,30,2,35
119,183,81,0.0,30,20,31
119,183,86,0.75,20,19,23
119,183,80,0.75,34,8,55
119,184,94,0.0,22,15,59
119,184,66,0.0,34,11,46
119,184,94,0.25,24,19,42
119,184,74,0.75,26,20,10
119,185,95,0.25,36,6,44
119,185,86,0.25,38,14,19
119,185,87,0.75,32,14,55
119,185,64,0.0,30,2,46
119,186,92,0.0,36,1,48
119,186,66,0.75,22,9,49
119,186,83,0.5,24,3,12
119,186,85,0.25,20,3,33
119,187,89,0.5,22,18,18
119,187,83,0.0,24,15,27
119,187,87,0.0,34,17,34
119,187,60,0.0,30,3,29
119,188,92,0.0,36,19,22
119,188,67,0.75,38,1,24
119,188,91,0.0,24,3,37
119,188,76,0.5,26,4,53
119,189,90,0.0,36,16,41
119,189,71,0.25,24,4,39
119,189,91,0.0,20,15,26
119,189,93,0.5,30,12,55
119,190,82,0.5,36,15,39
119,190,61,0.5,26,2,10
119,190,92,0.0,22,0,47
119,190,70,0.0,20,19,59
119,191,79,0.75,28,4,11
119,191,78,0.5,38,16,33
119,191,92,0.25,38,13,22
119,191,64,0.0,34,6,45
119,192,77,0.75,20,9,57
