OID_,ppt_id,veg_sz_cla,strmap_id,RxBase,Rx50,Rx30,Rx0
,1382,21,2333,16,13,7,1
,2768,11,1384,16,13,7,1
,3922,11,1384,16,13,7,1
,4248,21,2333,16,13,7,1
,2419,21,2333,16,13,7,1
,6210,31,1744,16,13,7,1
,4494,27,2188,16,19,13,7
,7208,31,1744,16,13,7,1
,5671,21,2333,16,13,7,1
,4634,27,2188,16,19,13,7
,1138,11,1384,16,13,7,1
,1286,31,1744,16,13,7,1
,3240,29,2188,16,19,13,7
,1234,11,1384,16,13,7,1
,3543,21,2333,16,13,7,1
,8296,11,1384,16,13,7,1
,4689,31,1744,16,13,7,1
,4182,29,2188,16,19,13,7
,2116,19,2188,16,19,13,7
,6220,22,642,16,13,7,1
,5525,21,2333,16,13,7,1
,925,31,1744,16,13,7,1
,1440,11,1384,16,13,7,1
,6440,31,1744,16,13,7,1
,540,11,1384,16,13,7,1
,628,21,2333,16,13,7,1
,8060,11,1384,16,13,7,1
,4564,21,2333,16,13,7,1
,7444,21,2333,16,13,7,1
,1343,24,2022,16,13,7,1
,5825,11,1384,16,13,7,1
,161,11,1384,16,13,7,1
,6168,11,1384,16,13,7,1
,4704,31,1744,16,13,7,1
,2927,17,2188,16,19,13,7
,2655,21,2333,16,13,7,1
,3853,11,1384,16,13,7,1
,7685,29,2188,16,19,13,7
,4189,11,1384,16,13,7,1
,4258,29,2188,16,19,13,7
,1320,31,1744,16,13,7,1
,3953,11,1384,16,13,7,1
,2253,11,1384,16,13,7,1
,984,29,2188,16,19,13,7
,1263,14,2188,16,13,7,1
,5284,21,2333,16,13,7,1
,4770,23,1529,16,13,7,1
,6384,11,1384,16,13,7,1
,4020,11,1384,16,13,7,1
,723,14,2188,16,13,7,1
,562,31,1744,16,13,7,1
,91,11,1384,16,13,7,1
,4470,21,2333,16,13,7,1
,4701,21,2333,16,13,7,1
,6462,11,1384,16,13,7,1
,3061,11,1384,16,13,7,1
,2618,22,642,16,13,7,1
,5944,21,2333,16,13,7,1
,4277,11,1384,16,13,7,1
,5132,21,2333,16,13,7,1
,7717,21,2333,16,13,7,1
,4340,14,2188,16,13,7,1
,2105,11,1384,16,13,7,1
,2386,27,2188,16,19,13,7
,2310,29,2188,16,19,13,7
,1321,22,642,16,13,7,1
,3797,21,2333,16,13,7,1
,2656,23,1529,16,13,7,1
,4067,11,1384,16,13,7,1
,2241,31,1744,16,13,7,1
,4794,11,1384,16,13,7,1
,3358,11,1384,16,13,7,1
,673,19,2188,16,19,13,7
,5096,32,2188,16,13,7,1
,5505,31,1744,16,13,7,1
,7860,13,2188,16,13,7,1
,5460,31,1744,16,13,7,1
,6696,11,1384,16,13,7,1
,1525,12,2188,16,13,7,1
,678,11,1384,16,13,7,1
,3764,11,1384,16,13,7,1
,2070,19,2188,16,19,13,7
,5000,11,1384,16,13,7,1
,8186,29,2188,16,19,13,7
,1221,31,1744,16,13,7,1
,911,11,1384,16,13,7,1
,442,11,1384,16,13,7,1
,3303,11,1384,16,13,7,1
,4085,11,1384,16,13,7,1
,2844,31,1744,16,13,7,1
,7929,21,2333,16,13,7,1
,3459,21,2333,16,13,7,1
,430,11,1384,16,13,7,1
,4091,11,1384,16,13,7,1
,4739,13,2188,16,13,7,1
,3167,22,642,16,13,7,1
,703,11,1384,16,13,7,1
,521,11,1384,16,13,7,1
,5066,31,1744,16,13,7,1
,2596,11,1384,16,13,7,1
,7246,21,2333,16,13,7,1
,5025,31,1744,16,13,7,1
,3642,23,1529,16,13,7,1
,7189,11,1384,16,13,7,1
,8153,11,1384,16,13,7,1
,1154,21,2333,16,13,7,1
,2796,11,1384,16,13,7,1
,206,11,1384,16,13,7,1
,2335,14,2188,16,13,7,1
,2745,11,1384,16,13,7,1
,6778,11,1384,16,13,7,1
,3923,22,642,16,13,7,1
,3878,14,2188,16,13,7,1
,987,11,1384,16,13,7,1
,3226,11,1384,16,13,7,1
,4990,31,1744,16,13,7,1
,3355,29,2188,16,19,13,7
,4628,22,642,16,13,7,1
,403,12,2188,16,13,7,1
,3016,11,1384,16,13,7,1
,7939,11,1384,16,13,7,1
,3974,29,2188,16,19,13,7
,3798,21,2333,16,13,7,1
,178,22,642,16,13,7,1
,8205,11,1384,16,13,7,1
,4923,31,1744,16,13,7,1
,3637,11,1384,16,13,7,1
,1024,11,1384,16,13,7,1
,3957,11,1384,16,13,7,1
,4087,11,1384,16,13,7,1
,7240,21,2333,16,13,7,1
,1834,11,1384,16,13,7,1
,311,29,2188,16,19,13,7
,2443,19,2188,16,19,13,7
,4077,25,2188,16,19,13,7
,4200,31,1744,16,13,7,1
,4502,21,2333,16,13,7,1
,353,11,1384,16,13,7,1
,7197,21,2333,16,13,7,1
,81,21,2333,16,13,7,1
,6345,11,1384,16,13,7,1
,2816,11,1384,16,13,7,1
,4484,11,1384,16,13,7,1
,2264,29,2188,16,19,13,7
,3298,11,1384,16,13,7,1
,4222,21,2333,16,13,7,1
,1699,21,2333,16,13,7,1
,8027,21,2333,16,13,7,1
,3819,11,1384,16,13,7,1
,8426,21,2333,16,13,7,1
,8052,11,1384,16,13,7,1
,6787,21,2333,16,13,7,1
,4232,25,2188,16,19,13,7
,2154,11,1384,16,13,7,1
,7944,29,2188,16,19,13,7
,3958,23,1529,16,13,7,1
,2901,29,2188,16,19,13,7
,2604,22,642,16,13,7,1
,2934,11,1384,16,13,7,1
,1973,11,1384,16,13,7,1
,1222,21,2333,16,13,7,1
,4944,34,2188,16,13,7,1
,7007,31,1744,16,13,7,1
,3990,31,1744,16,13,7,1
,7737,21,2333,16,13,7,1
,7035,29,2188,16,19,13,7
,4836,11,1384,16,13,7,1
,3065,11,1384,16,13,7,1
,1486,11,1384,16,13,7,1
,2862,11,1384,16,13,7,1
,4779,11,1384,16,13,7,1
,3698,11,1384,16,13,7,1
,3244,21,2333,16,13,7,1
,1454,31,1744,16,13,7,1
,3781,11,1384,16,13,7,1
,567,35,2188,16,19,13,7
,2651,29,2188,16,19,13,7
,4187,18,2188,16,19,13,7
,3514,15,2188,16,19,13,7
,4184,21,2333,16,13,7,1
,2946,29,2188,16,19,13,7
,934,21,2333,16,13,7,1
,7227,21,2333,16,13,7,1
,4311,21,2333,16,13,7,1
,1230,21,2333,16,13,7,1
,7403,21,2333,16,13,7,1
,5107,31,1744,16,13,7,1
,4330,11,1384,16,13,7,1
,1729,13,2188,16,13,7,1
,4466,15,2188,16,19,13,7
,7650,29,2188,16,19,13,7
,251,11,1384,16,13,7,1
,2860,29,2188,16,19,13,7
,7043,29,2188,16,19,13,7
,2735,11,1384,16,13,7,1
,5294,21,2333,16,13,7,1
,4435,21,2333,16,13,7,1
,1039,11,1384,16,13,7,1
,2162,11,1384,16,13,7,1
,4964,11,1384,16,13,7,1
,2176,14,2188,16,13,7,1
,4796,11,1384,16,13,7,1
,3684,11,1384,16,13,7,1
,4629,11,1384,16,13,7,1
,1117,12,2188,16,13,7,1
,1812,21,2333,16,13,7,1
,952,17,2188,16,19,13,7
,765,31,1744,16,13,7,1
,3830,11,1384,16,13,7,1
,5157,31,1744,16,13,7,1
,4724,31,1744,16,13,7,1
,2398,21,2333,16,13,7,1
,3522,21,2333,16,13,7,1
,4264,31,1744,16,13,7,1
,4612,29,2188,16,19,13,7
,5621,21,2333,16,13,7,1
,3370,22,642,16,13,7,1
,1037,31,1744,16,13,7,1
,2573,11,1384,16,13,7,1
,4056,25,2188,16,19,13,7
,4422,15,2188,16,19,13,7
,3572,11,1384,16,13,7,1
,3686,21,2333,16,13,7,1
,8264,11,1384,16,13,7,1
,7738,21,2333,16,13,7,1
,607,21,2333,16,13,7,1
,3010,21,2333,16,13,7,1
,6964,29,2188,16,19,13,7
,6054,11,1384,16,13,7,1
,3324,21,2333,16,13,7,1
,5436,11,1384,16,13,7,1
,2166,21,2333,16,13,7,1
,6541,31,1744,16,13,7,1
,1560,11,1384,16,13,7,1
,5967,33,2188,16,13,7,1
,3097,21,2333,16,13,7,1
,4852,11,1384,16,13,7,1
,1904,11,1384,16,13,7,1
,565,31,1744,16,13,7,1
,6572,11,1384,16,13,7,1
,4040,11,1384,16,13,7,1
,3856,29,2188,16,19,13,7
,7427,22,642,16,13,7,1
,2384,11,1384,16,13,7,1
,2736,29,2188,16,19,13,7
,2272,11,1384,16,13,7,1
,5885,31,1744,16,13,7,1
,5060,21,2333,16,13,7,1
,1999,11,1384,16,13,7,1
,4207,21,2333,16,13,7,1
,1867,24,2022,16,13,7,1
,8743,11,1384,16,13,7,1
,7684,29,2188,16,19,13,7
,3041,29,2188,16,19,13,7
,4378,11,1384,16,13,7,1
,6877,31,1744,16,13,7,1
,3868,11,1384,16,13,7,1
,6295,39,2188,16,19,13,7
,5712,31,1744,16,13,7,1
,295,11,1384,16,13,7,1
,258,11,1384,16,13,7,1
,2551,11,1384,16,13,7,1
,6720,31,1744,16,13,7,1
,5302,32,2188,16,13,7,1
,4312,11,1384,16,13,7,1
,1035,21,2333,16,13,7,1
,7610,21,2333,16,13,7,1
,569,11,1384,16,13,7,1
,2643,21,2333,16,13,7,1
,2014,21,2333,16,13,7,1
,3262,21,2333,16,13,7,1
,8074,29,2188,16,19,13,7
,2811,11,1384,16,13,7,1
,193,11,1384,16,13,7,1
,1407,11,1384,16,13,7,1
,1179,21,2333,16,13,7,1
,217,22,642,16,13,7,1
,2863,21,2333,16,13,7,1
,4619,11,1384,16,13,7,1
,2153,25,2188,16,19,13,7
,881,11,1384,16,13,7,1
,464,34,2188,16,13,7,1
,5754,21,2333,16,13,7,1
,1559,11,1384,16,13,7,1
,4576,15,2188,16,19,13,7
,9685,11,1384,16,13,7,1
,919,11,1384,16,13,7,1
,5014,11,1384,16,13,7,1
,5789,21,2333,16,13,7,1
,2789,31,1744,16,13,7,1
,4128,21,2333,16,13,7,1
,1630,13,2188,16,13,7,1
,6131,21,2333,16,13,7,1
,767,23,1529,16,13,7,1
,7037,22,642,16,13,7,1
,4708,11,1384,16,13,7,1
,8869,11,1384,16,13,7,1
,3212,11,1384,16,13,7,1
,863,21,2333,16,13,7,1
,2856,29,2188,16,19,13,7
,2343,27,2188,16,19,13,7
,6399,11,1384,16,13,7,1
,1240,21,2333,16,13,7,1
,8573,11,1384,16,13,7,1
,7544,21,2333,16,13,7,1
,8677,31,1744,16,13,7,1
,2895,11,1384,16,13,7,1
,4144,31,1744,16,13,7,1
,2019,21,2333,16,13,7,1
,2630,21,2333,16,13,7,1
,7439,31,1744,16,13,7,1
,2381,11,1384,16,13,7,1
,9390,21,2333,16,13,7,1
,4916,11,1384,16,13,7,1
,4553,22,642,16,13,7,1
,3844,11,1384,16,13,7,1
,5042,21,2333,16,13,7,1
,2470,11,1384,16,13,7,1
,4557,21,2333,16,13,7,1
,975,21,2333,16,13,7,1
,976,19,2188,16,19,13,7
,805,11,1384,16,13,7,1
,3650,21,2333,16,13,7,1
,5588,31,1744,16,13,7,1
,5517,31,1744,16,13,7,1
,2582,11,1384,16,13,7,1
,645,11,1384,16,13,7,1
,2557,11,1384,16,13,7,1
,2590,11,1384,16,13,7,1
,5437,11,1384,16,13,7,1
,4763,11,1384,16,13,7,1
,842,29,2188,16,19,13,7
,8119,11,1384,16,13,7,1
,3195,31,1744,16,13,7,1
,4537,21,2333,16,13,7,1
,1884,11,1384,16,13,7,1
,362,21,2333,16,13,7,1
,9129,31,1744,16,13,7,1
,1056,31,1744,16,13,7,1
,3826,11,1384,16,13,7,1
,3100,11,1384,16,13,7,1
,1955,21,2333,16,13,7,1
,1909,19,2188,16,19,13,7
,7324,21,2333,16,13,7,1
,7116,31,1744,16,13,7,1
,4523,21,2333,16,13,7,1
,2448,11,1384,16,13,7,1
,4800,29,2188,16,19,13,7
,4251,24,2022,16,13,7,1
,1597,11,1384,16,13,7,1
,3715,11,1384,16,13,7,1
,5557,19,2188,16,19,13,7
,3428,11,1384,16,13,7,1
,5778,31,1744,16,13,7,1
,2721,11,1384,16,13,7,1
,2018,21,2333,16,13,7,1
,913,11,1384,16,13,7,1
,2348,29,2188,16,19,13,7
,2671,11,1384,16,13,7,1
,121,21,2333,16,13,7,1
,5556,32,2188,16,13,7,1
,4448,21,2333,16,13,7,1
,1368,11,1384,16,13,7,1
,2063,21,2333,16,13,7,1
,6900,22,642,16,13,7,1
,6331,11,1384,16,13,7,1
,584,11,1384,16,13,7,1
,3846,11,1384,16,13,7,1
,2276,11,1384,16,13,7,1
,1327,21,2333,16,13,7,1
,2797,21,2333,16,13,7,1
,4844,31,1744,16,13,7,1
,6535,29,2188,16,19,13,7
,867,11,1384,16,13,7,1
,6605,11,1384,16,13,7,1
,2367,21,2333,16,13,7,1
,3124,11,1384,16,13,7,1
,7237,11,1384,16,13,7,1
,9641,21,2333,16,13,7,1
,5104,31,1744,16,13,7,1
,3123,21,2333,16,13,7,1
,5504,31,1744,16,13,7,1
,6838,21,2333,16,13,7,1
,1335,11,1384,16,13,7,1
,7359,11,1384,16,13,7,1
,4673,11,1384,16,13,7,1
,1450,21,2333,16,13,7,1
,820,11,1384,16,13,7,1
,1942,11,1384,16,13,7,1
,6107,21,2333,16,13,7,1
,2530,21,2333,16,13,7,1
,4646,11,1384,16,13,7,1
,2893,11,1384,16,13,7,1
,2258,11,1384,16,13,7,1
,3451,21,2333,16,13,7,1
,3206,11,1384,16,13,7,1
,8874,21,2333,16,13,7,1
,1658,21,2333,16,13,7,1
,3411,11,1384,16,13,7,1
,2898,11,1384,16,13,7,1
,5057,31,1744,16,13,7,1
,5046,21,2333,16,13,7,1
,1894,31,1744,16,13,7,1
,7419,31,1744,16,13,7,1
,5406,31,1744,16,13,7,1
,2101,31,1744,16,13,7,1
,2281,11,1384,16,13,7,1
,2037,21,2333,16,13,7,1
,733,11,1384,16,13,7,1
,5546,31,1744,16,13,7,1
,3986,21,2333,16,13,7,1
,8633,11,1384,16,13,7,1
,6926,29,2188,16,19,13,7
,1718,21,2333,16,13,7,1
,2240,11,1384,16,13,7,1
,5863,11,1384,16,13,7,1
,2202,31,1744,16,13,7,1
,2109,11,1384,16,13,7,1
,2586,28,2188,16,19,13,7
,1667,12,2188,16,13,7,1
,223,22,642,16,13,7,1
,1937,15,2188,16,19,13,7
,6265,39,2188,16,19,13,7
,1872,11,1384,16,13,7,1
,1494,12,2188,16,13,7,1
,3810,11,1384,16,13,7,1
,2011,11,1384,16,13,7,1
,1581,11,1384,16,13,7,1
,2416,21,2333,16,13,7,1
,7711,29,2188,16,19,13,7
,1758,11,1384,16,13,7,1
,8185,11,1384,16,13,7,1
,5744,29,2188,16,19,13,7
,9140,21,2333,16,13,7,1
,7526,29,2188,16,19,13,7
,9609,31,1744,16,13,7,1
,433,23,1529,16,13,7,1
,3019,21,2333,16,13,7,1
,1075,11,1384,16,13,7,1
,6086,21,2333,16,13,7,1
,699,21,2333,16,13,7,1
,2390,22,642,16,13,7,1
,3828,11,1384,16,13,7,1
,7961,29,2188,16,19,13,7
,6584,11,1384,16,13,7,1
,4976,29,2188,16,19,13,7
,3688,12,2188,16,13,7,1
,1690,11,1384,16,13,7,1
,4180,25,2188,16,19,13,7
,5028,22,642,16,13,7,1
,2615,12,2188,16,13,7,1
,341,12,2188,16,13,7,1
,3044,29,2188,16,19,13,7
,7416,21,2333,16,13,7,1
,560,11,1384,16,13,7,1
,1129,11,1384,16,13,7,1
,6635,23,1529,16,13,7,1
,6703,22,642,16,13,7,1
,1201,11,1384,16,13,7,1
,9522,21,2333,16,13,7,1
,4125,11,1384,16,13,7,1
,3272,21,2333,16,13,7,1
,9492,21,2333,16,13,7,1
,2743,31,1744,16,13,7,1
,1856,21,2333,16,13,7,1
,2883,29,2188,16,19,13,7
,2713,14,2188,16,13,7,1
,3769,11,1384,16,13,7,1
,1688,31,1744,16,13,7,1
,3895,11,1384,16,13,7,1
,3671,11,1384,16,13,7,1
,1285,12,2188,16,13,7,1
,4601,11,1384,16,13,7,1
,2286,21,2333,16,13,7,1
,4736,11,1384,16,13,7,1
,4355,21,2333,16,13,7,1
,868,11,1384,16,13,7,1
,1017,31,1744,16,13,7,1
,3056,11,1384,16,13,7,1
,478,31,1744,16,13,7,1
,5268,31,1744,16,13,7,1
,3902,11,1384,16,13,7,1
,4872,14,2188,16,13,7,1
,3841,11,1384,16,13,7,1
,7914,21,2333,16,13,7,1
,4347,21,2333,16,13,7,1
,5676,31,1744,16,13,7,1
,5988,21,2333,16,13,7,1
,4051,13,2188,16,13,7,1
,7024,33,2188,16,13,7,1
,2370,21,2333,16,13,7,1
,9462,21,2333,16,13,7,1
,3896,11,1384,16,13,7,1
,4755,11,1384,16,13,7,1
,5079,29,2188,16,19,13,7
,1519,21,2333,16,13,7,1
,7133,21,2333,16,13,7,1
,4140,29,2188,16,19,13,7
,5872,11,1384,16,13,7,1
,8123,11,1384,16,13,7,1
,1759,11,1384,16,13,7,1
,1554,11,1384,16,13,7,1
,2204,11,1384,16,13,7,1
,848,31,1744,16,13,7,1
,3307,11,1384,16,13,7,1
,3978,11,1384,16,13,7,1
,1072,11,1384,16,13,7,1
,8471,21,2333,16,13,7,1
,8399,29,2188,16,19,13,7
,2744,11,1384,16,13,7,1
,4053,21,2333,16,13,7,1
,387,11,1384,16,13,7,1
,3808,22,642,16,13,7,1
,5400,21,2333,16,13,7,1
,4686,31,1744,16,13,7,1
,3822,11,1384,16,13,7,1
,4181,11,1384,16,13,7,1
,3392,21,2333,16,13,7,1
,9773,31,1744,16,13,7,1
